COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,N-to-O,S%,Halogen%,Metalloid%,TDU,DUC,TE,AWE,N_CO2(mol/kg),D_CO2(10^-8 m2/s),P_CO2(10^4 Barrer),,
20141N2.cif,9.86201,9.37472,0.706503,1798.39,0.895736,0.511833,0,0.555555556,0.388888889,0.027777778,0.027777778,1,0,0,0,103,0.64375,0.055555556,0.18,5.867869028,0.36349519,2.303753053,,
15242N2.cif,15.43792,14.94592,0.688967,1581.12,0.940596,0.524996,0,0.512195122,0.414634146,0.073170732,0,0,0,0,0,71.5,0.567460317,0.073170732,0.222439024,2.281131515,0.930868114,2.294074115,,
11001N2.cif,6.13588,5.07551,0.666972,2313.77,0.990177,0.587412,0,0.409090909,0.409090909,0.090909091,0.090909091,1,0,0,0,49,0.453703704,0.181818182,0.589090909,11.82701751,0.165489025,2.29038982,,
16180C2.cif,15.2073,15.00037,0.583908,2121.7,1.19115,0.570471,0,0.514285714,0.4,0.014285714,0.057142857,0.25,0,0,0.014285714,88,0.611111111,0.071428571,0.24,4.201645072,0.541427283,2.263351721,,
15050N2.cif,10.36567,9.89857,0.905532,1336.05,0.666304,0.51083,0,0.428571429,0.285714286,0.142857143,0.142857143,1,0,0,0,22,0.611111111,0.285714286,0.925714286,6.584075279,0.246597416,2.243251968,,
13040N3.cif,8.45219,8.28728,0.70169,1797.36,0.894896,0.473173,1,0.569892473,0.387096774,0.043010753,0,0,0,0,0,137,0.646226415,0.043010753,0.130752688,3.811215272,0.592340364,2.238796405,,
20543N2.cif,10.83606,10.37271,0.872037,1123.96,0.646922,0.404946,0,0.509090909,0.4,0.054545455,0.036363636,1.5,0,0,0,98.5,0.586309524,0.089285714,0.285714286,3.471173495,0.591723248,2.166414382,,
21560N3.cif,8.5385,8.39348,0.804278,1542.89,0.770604,0.514376,1,0.6,0.28,0.04,0,0,0.08,0,0,181,0.754166667,0.04,0.1216,5.72172784,0.302483588,2.138604365,,
15190N2.cif,10.36567,9.89857,0.89212,1508.03,0.698112,0.553375,0,0.5,0.166666667,0.166666667,0.166666667,1,0,0,0,28,0.777777778,0.333333333,1.08,8.044383994,0.176769261,2.096799479,,
20420N2.cif,12.1459,11.7271,0.905073,1095.44,0.639551,0.410059,0,0.666666667,0.166666667,0.083333333,0.083333333,1,0,0,0,82,0.854166667,0.166666667,0.54,1.782595957,1.055671425,2.086057099,,
20030N2.cif,17.87167,17.55312,0.772632,1150.51,0.78252,0.431697,0,0.408163265,0.387755102,0.081632653,0.102040816,0.8,0,0,0.020408163,115,0.479166667,0.183673469,0.599183673,1.933846089,1.080149624,2.081000085,,
16413C2.cif,10.55425,10.03477,1.02107,1200.52,0.559846,0.43566,0,0.519230769,0.384615385,0.057692308,0.038461538,1.5,0,0,0,95.5,0.589506173,0.094339623,0.301886792,3.80028013,0.409567903,2.068041643,,
20400N2.cif,5.74576,4.4389,0.735935,1821.85,0.851297,0.575497,0,0.555555556,0.333333333,0.111111111,0,0,0,0,0,40,0.666666667,0.111111111,0.337777778,10.88030265,0.147994054,2.036959135,,
18023N3.cif,11.09613,9.65747,0.621838,2278.2,1.07819,0.538911,1,0.531914894,0.425531915,0.042553191,0,0,0,0,0,59,0.59,0.042553191,0.129361702,5.22547789,0.387538549,2.026981477,,
21711N2.cif,10.96455,10.53452,1.20612,693.303,0.364807,0.342524,0,0.421052632,0.368421053,0.105263158,0.052631579,2,0.052631579,0,0,49,0.510416667,0.157894737,0.501052632,3.648485182,0.449694989,2.02454163,,
21480N2.cif,13.01052,12.37536,0.841932,1282.29,0.756165,0.463761,0,0.410714286,0.285714286,0.071428571,0.071428571,1,0,0.160714286,0,58,0.420289855,0.303571429,1.1025,5.890868892,0.290306078,1.994441381,,
20270C2.cif,8.37051,8.11322,0.943597,1248.77,0.57569,0.474085,0,0.458333333,0.375,0.145833333,0,0,0,0.020833333,0,22.5,0.511363636,0.166666667,0.509166667,5.992352284,0.248868017,1.992616589,,
19141N2.cif,6.07633,5.84969,0.948156,1020.51,0.623294,0.623418,0,0.769230769,0,0.076923077,0.153846154,0.5,0,0,0,118,0.983333333,0.230769231,0.763076923,10.15411163,0.110116878,1.974101632,,
20121N3.cif,9.97566,9.7687,0.833473,1373.01,0.65953,0.50541,1,0.558823529,0.411764706,0.029411765,0,0,0,0,0,189,0.621710526,0.029411765,0.089411765,6.363382292,0.243806892,1.952018412,,
15161N2.cif,15.85081,15.35482,0.612989,1705.4,1.07875,0.515899,0,0.489361702,0.489361702,0.021276596,0,0,0,0,0,68.5,0.496376812,0.021276596,0.064680851,2.37521706,0.868038483,1.947485359,,
16411C2.cif,10.55425,10.03477,0.849852,1498.54,0.684614,0.444352,0,0.509433962,0.377358491,0.056603774,0.037735849,1.5,0,0.018867925,0,95.5,0.589506173,0.113207547,0.361509434,4.771337356,0.361359598,1.944754163,,
20411N2.cif,9.26592,8.3913,0.64527,2475.73,1.03718,0.55607,0,0.511111111,0.4,0.044444444,0.044444444,1,0,0,0,109,0.592391304,0.088888889,0.288,5.862156461,0.306885832,1.928056405,,
21423N2.cif,10.24402,9.30359,0.774606,1590.81,0.770069,0.489903,0,0.518518519,0.388888889,0.055555556,0.037037037,1.5,0,0,0,135,0.602678571,0.092592593,0.296296296,4.672502753,0.353833891,1.873934904,,
21360N2.cif,10.60356,10.19245,0.771789,1307.54,0.785267,0.470195,0,0.406779661,0.430508475,0.122033898,0.040677966,3,0,0,0,96,0.4,0.162711864,0.510915254,4.625538204,0.360813299,1.808989101,,
20261N3.cif,13.17228,13.11194,0.871863,1032.71,0.595071,0.425941,1,0.492682927,0.487804878,0.019512195,0,0,0,0,0,201,0.497524752,0.019512195,0.059317073,2.86988469,0.556701506,1.772144325,,
19483N2.cif,11.44646,10.93792,0.893813,911.477,0.589184,0.425725,0,0.5,0.433333333,0.066666667,0,0,0,0,0,97,0.538888889,0.066666667,0.202666667,3.748890775,0.415826327,1.771761015,,
21422N2.cif,11.51494,10.97887,0.682504,1790.89,0.923072,0.526077,0,0.538461538,0.403846154,0.057692308,0,0,0,0,0,135,0.602678571,0.057692308,0.175384615,4.891611487,0.335142137,1.758126245,,
19251N3.cif,6.87672,6.39394,0.787731,1577.8,0.812435,0.541113,1,0.523364486,0.373831776,0.037383178,0.037383178,1,0,0,0.009345794,281,0.627232143,0.074766355,0.242242991,5.843912431,0.232575127,1.730403648,,
21041N3.cif,11.97179,11.87647,0.844022,1393.19,0.693726,0.483296,1,0.574468085,0.340425532,0.028368794,0.028368794,1,0,0.028368794,0,217,0.669753086,0.085106383,0.273475177,5.456088659,0.259286289,1.723623828,,
19252N3.cif,6.99064,6.50235,0.746991,1674.86,0.828336,0.510249,1,0.52293578,0.403669725,0.036697248,0.036697248,1,0,0,0,273,0.598684211,0.073394495,0.237798165,6.746417537,0.217515387,1.670610793,,
13190N2.cif,11.95992,11.74811,0.880317,947.138,0.63,0.394554,0,0.5,0.416666667,0.041666667,0.041666667,1,0,0,0,82,0.569444444,0.083333333,0.27,2.45974403,0.649500911,1.657409293,,
20460N2.cif,10.56229,9.7242,1.08544,797.348,0.529335,0.37712,0,0.382352941,0.235294118,0.058823529,0.058823529,1,0,0.264705882,0,49,0.314102564,0.382352941,1.434705882,3.810888391,0.352776478,1.643712234,,
21670N2.cif,5.85394,4.40977,0.679122,2056.1,0.997376,0.542496,0,0.5,0.071428571,0.285714286,0.142857143,2,0,0,0,67,0.797619048,0.428571429,1.36,5.145734743,0.288204495,1.631950704,,
21033N2.cif,8.48874,8.1867,0.867337,1538.93,0.650681,0.610524,0,0.592592593,0.37037037,0.037037037,0,0,0,0,0,87,0.6796875,0.037037037,0.112592593,8.730693214,0.118035934,1.629926928,,
21710N2.cif,10.4747,10.05362,1.15137,696.736,0.430965,0.319626,0,0.4375,0.3125,0.125,0.0625,2,0.0625,0,0,49,0.583333333,0.1875,0.595,2.528710901,0.575161129,1.598675311,,
21481N2.cif,10.56229,9.7242,1.08544,797.344,0.529335,0.376164,0,0.382352941,0.235294118,0.058823529,0.058823529,1,0,0.264705882,0,49,0.314102564,0.382352941,1.434705882,3.763064618,0.338998594,1.555740563,,
08020N2.cif,8.94082,8.40704,1.01943,964.211,0.49565,0.410469,0,0.571428571,0.285714286,0.142857143,0,0,0,0,0,34,0.708333333,0.142857143,0.434285714,4.078238111,0.29552471,1.506325064,,
20031N2.cif,16.09988,15.64103,0.799548,1237.63,0.737066,0.439893,0,0.431372549,0.37254902,0.078431373,0.098039216,0.8,0,0,0.019607843,139,0.526515152,0.176470588,0.575686275,2.414703347,0.589186978,1.494593424,,
21370N2.cif,9.45404,9.01044,1.07115,1053.17,0.500753,0.495673,0,0.428571429,0.285714286,0.142857143,0.142857143,1,0,0,0,22,0.611111111,0.285714286,0.925714286,5.880017861,0.159985344,1.491828672,,
12050N2.cif,9.50439,8.981,0.903296,1142.41,0.559396,0.448325,0,0.5,0.375,0.0625,0,0,0,0,0.0625,29.5,0.614583333,0.0625,0.19,4.883000849,0.24830267,1.466580089,,
13140N2.cif,8.1834,7.57492,1.05262,1018.49,0.486406,0.447846,0,0.363636364,0.181818182,0,0.181818182,0,0.090909091,0,0.181818182,19,0.791666667,0.181818182,0.625454545,4.474537435,0.227440928,1.432951966,,
07001N2.cif,9.14896,8.56216,0.996063,1103.24,0.532637,0.492922,0,0.571428571,0.214285714,0,0.142857143,0,0,0,0.071428571,40,0.833333333,0.142857143,0.491428571,5.940352114,0.162178678,1.412815674,,
15171N2.cif,7.56527,5.77254,0.676902,2389.96,0.95612,0.550746,0,0.578947368,0.368421053,0.052631579,0,0,0,0,0,88,0.666666667,0.052631579,0.16,5.542326477,0.226240651,1.396221902,,
16040N2.cif,7.15556,6.64559,0.762552,1538.64,0.800995,0.48708,0,0.583333333,0.361111111,0.055555556,0,0,0,0,0,57,0.678571429,0.055555556,0.168888889,6.015459628,0.204925588,1.367569226,,
21510N3.cif,6.14434,5.018,0.716147,2063.16,0.859963,0.489042,1,0.485714286,0.445714286,0.045714286,0.022857143,2,0,0,0,89,0.523529412,0.068571429,0.2176,5.56288695,0.226284246,1.31679279,,
16260N2.cif,13.527,12.98444,0.758254,825.15,0.816032,0.384518,0,0.375,0.46875,0.0625,0.0625,1,0.03125,0,0,49,0.340277778,0.125,0.405,2.767739914,0.545868675,1.315707606,,
20544N2.cif,12.6199,12.35358,0.839587,1210.05,0.685742,0.435768,0,0.519230769,0.384615385,0.057692308,0.038461538,1.5,0,0,0,98.5,0.608024691,0.094339623,0.301886792,3.14929228,0.372490099,1.281926995,,
18030N2.cif,7.81506,7.16577,0.764414,1814.55,0.782535,0.585316,0,0.583333333,0.375,0.041666667,0,0,0,0,0,75,0.669642857,0.041666667,0.126666667,9.682424294,0.098053813,1.268767876,,
18040N3.cif,7.06143,6.35265,0.766111,1948.31,0.787719,0.495859,1,0.546391753,0.371134021,0.041237113,0.041237113,1,0,0,0,137,0.646226415,0.082474227,0.267216495,6.274694,0.173061015,1.232129189,,
18122N3.cif,8.03432,7.82122,0.829418,1279.12,0.653808,0.422997,1,0.575221239,0.389380531,0.03539823,0,0,0,0,0,169,0.65,0.03539823,0.107610619,5.421347265,0.212589687,1.207743511,,
17061N2.cif,7.88207,7.25612,0.933326,1164.01,0.56724,0.413393,0,0.569620253,0.341772152,0.088607595,0,0,0,0,0,120,0.666666667,0.088607595,0.269367089,4.407286632,0.233563484,1.18628018,,
16190N2.cif,9.35805,6.47937,0.626677,2464.59,1.04893,0.55708,0,0.566037736,0.367924528,0.066037736,0,0,0,0,0,156,0.65,0.066037736,0.200754717,7.257270621,0.153771221,1.163655037,,
08011N2.cif,10.52235,9.83865,0.791326,1342.77,0.749476,0.418015,0,0.4375,0.375,0,0.125,0,0,0,0.0625,49,0.583333333,0.125,0.43,1.985619621,0.558340142,1.095359705,,
20551N2.cif,8.54303,8.35618,1.10359,696.815,0.440399,0.322591,0,0.575757576,0.303030303,0.060606061,0,0,0.060606061,0,0,109,0.717105263,0.060606061,0.184242424,3.070190414,0.319423321,1.042813119,,
22001N2.cif,8.61999,8.30428,0.813726,1331.01,0.706503,0.444991,0,0.461538462,0.461538462,0.025641026,0,0,0,0.051282051,0,280,0.432098765,0.076923077,0.282051282,7.914618646,0.120864946,1.034604415,,
20290N2.cif,8.45883,7.84341,0.84156,1404.3,0.674581,0.462185,0,0.586956522,0.347826087,0.065217391,0,0,0,0,0,74,0.685185185,0.065217391,0.19826087,5.743581703,0.153113966,1.021675762,,
19253N3.cif,7.3388,6.44929,0.838706,1329.54,0.732891,0.475615,1,0.53271028,0.373831776,0.037383178,0.037383178,1,0,0,0,289,0.63377193,0.074766355,0.242242991,5.124752751,0.161032503,0.983255318,,
21240C2.cif,7.79146,7.43582,0.999305,972.291,0.520522,0.379025,0,0.53968254,0.380952381,0.063492063,0,0,0,0.015873016,0,62.5,0.612745098,0.079365079,0.24,3.60382704,0.207925458,0.847719306,,
20550N2.cif,8.54303,8.35618,1.20373,638.849,0.385287,0.321575,0,0.575757576,0.242424242,0.060606061,0.060606061,1,0.060606061,0,0,117,0.769736842,0.121212121,0.392727273,2.820642921,0.24124365,0.786737615,,
20120N2.cif,8.0509,7.25686,0.827221,1475.34,0.681608,0.469513,0,0.593220339,0.372881356,0.033898305,0,0,0,0,0,95,0.678571429,0.033898305,0.103050847,6.171704843,0.109734032,0.785651975,,
20260N3.cif,9.60069,9.54557,0.94826,826.243,0.483243,0.304961,1,0.481081081,0.497297297,0.021621622,0,0,0,0,0,169,0.474719101,0.021621622,0.06572973,1.903038953,0.468086483,0.769413962,,
08010N2.cif,8.38514,7.65138,0.880672,506.808,0.613373,0.287492,0,0.421052632,0.421052632,0,0.105263158,0,0,0,0.052631579,49,0.510416667,0.105263158,0.362105263,0.8788682,1.107783522,0.736263303,,
18131N3.cif,4.35137,4.09217,1.1151,260.556,0.390549,0.253842,1,0.561643836,0.383561644,0.054794521,0,0,0,0,0,105,0.640243902,0.054794521,0.166575342,2.607805768,0.316144887,0.697032857,,
19160C2.cif,12.37141,11.73781,0.957877,1162.85,0.598365,0.509869,0,0.444444444,0.259259259,0.074074074,0.185185185,0.4,0.037037037,0,0,49,0.680555556,0.25,0.831428571,11.97631194,0.039116052,0.683378037,,
19240N3.cif,5.86904,5.47654,0.865448,557.75,0.624971,0.373096,1,0.584158416,0.376237624,0.03960396,0,0,0,0,0,157,0.665254237,0.03960396,0.12039604,3.973250081,0.155832888,0.597146846,,
22030N2.cif,8.77963,8.26802,1.35336,616.414,0.344017,0.341658,0,0.571428571,0.142857143,0.214285714,0,0,0,0.071428571,0,93,0.7265625,0.283185841,0.927433628,3.788067138,0.106010133,0.554605957,,
20060C2.cif,14.52869,13.70139,0.595649,2232.79,1.20974,0.618572,0,0.461538462,0.269230769,0.076923077,0.153846154,0.5,0.038461538,0,0,49,0.680555556,0.222222222,0.734814815,30.8626273,0.01525882,0.51826166,,
21651N2.cif,9.6161,9.10674,1.65035,604.429,0.295635,0.512287,0,0.620155039,0.124031008,0.124031008,0.062015504,2,0,0.062015504,0,129,0.80625,0.246153846,0.830769231,4.489358677,0.045492981,0.515742176,,
18011N3.cif,5.65179,5.05599,0.889865,610.807,0.622094,0.471896,1,0.508474576,0.389830508,0.033898305,0.06779661,0.5,0,0,0,73,0.608333333,0.101694915,0.336271186,6.306790439,0.063837441,0.504973799,,
22031N2.cif,8.77977,8.26807,1.41755,590.226,0.329357,0.341553,0,0.566371681,0.14159292,0.212389381,0,0,0,0.07079646,0,93,0.7265625,0.280701754,0.919298246,3.629573921,0.093986034,0.493321461,,
15160N2.cif,7.45342,6.49041,0.980348,680.429,0.490255,0.232225,0,0.447368421,0.5,0.026315789,0.026315789,1,0,0,0,44.5,0.43627451,0.052631579,0.170526316,1.416158003,0.470545191,0.453123765,,
20540N2.cif,7.57719,7.23367,1.07152,812.451,0.460618,0.347489,0,0.512820513,0.358974359,0.076923077,0.051282051,1.5,0,0,0,74.5,0.620833333,0.125,0.4,3.200473565,0.125376321,0.446257637,,
21490N2.cif,8.6827,7.32397,1.10025,562.703,0.452205,0.26477,0,0.52892562,0.371900826,0.066115702,0.016528926,4,0,0.016528926,0,309,0.603515625,0.099173554,0.30677686,3.102458028,0.164440222,0.443903605,,
21650N2.cif,8.50883,7.98145,1.44448,592.334,0.32215,0.355472,0,0.60952381,0.076190476,0.152380952,0.076190476,2,0,0.076190476,0,105,0.8203125,0.301886792,1.018867925,3.600269116,0.077464831,0.427731294,,
13000N2.cif,7.65128,7.08936,1.59194,439.63,0.256304,0.293302,0,0.571428571,0,0.142857143,0,0,0,0.285714286,0,34,0.708333333,0.428571429,1.571428571,2.223352597,0.129382199,0.401179877,,
18121N3.cif,6.13559,6.06486,0.933924,901.888,0.529958,0.355431,1,0.569892473,0.387096774,0.043010753,0,0,0,0,0,137,0.646226415,0.043010753,0.130752688,2.996259616,0.132876281,0.394737416,,
20562N3.cif,6.56017,3.91589,1.09046,374.485,0.487354,0.495285,1,0.411764706,0.352941176,0,0.176470588,0,0,0,0.058823529,33,0.589285714,0.166666667,0.573333333,4.750526224,0.047115963,0.361068216,,
19242N3.cif,5.49367,5.17279,0.949397,477.893,0.545125,0.346662,1,0.584158416,0.356435644,0.03960396,0,0,0,0.01980198,0,157,0.665254237,0.059405941,0.199207921,3.899878029,0.088171214,0.338023184,,
18010N3.cif,5.77387,5.02763,0.831566,1101.03,0.68567,0.461678,1,0.526315789,0.403508772,0.035087719,0.035087719,1,0,0,0,73,0.608333333,0.070175439,0.227368421,5.859803079,0.047424705,0.318667751,,
19241N3.cif,5.14503,4.7741,0.871072,528.847,0.5842,0.299991,1,0.570093458,0.392523364,0.037383178,0,0,0,0,0,157,0.643442623,0.037383178,0.11364486,3.521739073,0.110879489,0.304779127,,
13180N3.cif,5.37236,4.11429,1.0494,908.247,0.489079,0.494038,1,0.510204082,0.326530612,0.081632653,0.081632653,1,0,0,0,33,0.66,0.163265306,0.528979592,6.226099822,0.029293831,0.2824283,,
16370N2.cif,6.73972,6.02452,1.03186,1003.55,0.504253,0.431063,0,0.5,0.25,0.25,0,0,0,0,0,16,0.666666667,0.25,0.76,3.558516145,0.052941156,0.250287082,,
19404N3.cif,5.87881,5.64925,0.769703,1345.04,0.773026,0.442599,1,0.547169811,0.377358491,0.075471698,0,0,0,0,0,73,0.629310345,0.075471698,0.229433962,4.667450877,0.052470489,0.249197122,,
19191N2.cif,6.09493,5.8438,0.829693,1059.54,0.676057,0.368769,0,0.473684211,0.473684211,0.01754386,0.01754386,1,0,0.01754386,0,230.5,0.474279835,0.052631579,0.169122807,4.610094899,0.058688875,0.247258959,,
19441N2.cif,4.88517,3.9633,1.26432,320.544,0.322862,0.296449,0,0.536912752,0.348993289,0.10738255,0,0,0,0,0,101,0.63125,0.10738255,0.326442953,3.306232103,0.056053074,0.20746953,,
17156N2.cif,5.56789,4.91751,1.0499,606.568,0.44328,0.307537,0,0.455357143,0.4375,0.035714286,0.071428571,0.5,0,0,0,154,0.503267974,0.107142857,0.354285714,3.135776679,0.064034869,0.193651788,,
13181N3.cif,5.27018,4.18956,0.978324,1070.94,0.555256,0.501158,1,0.489795918,0.326530612,0.081632653,0.081632653,1,0,0,0.020408163,31,0.645833333,0.163265306,0.528979592,6.563295906,0.017750291,0.170607994,,
19440N2.cif,4.84433,3.91667,1.26899,301.337,0.319324,0.296336,0,0.536912752,0.348993289,0.10738255,0,0,0,0,0,101,0.63125,0.10738255,0.326442953,3.275116537,0.044706093,0.164456348,,
18041N3.cif,4.77581,4.31835,1.11611,249.663,0.401897,0.211205,1,0.489361702,0.368794326,0.028368794,0.113475177,0.25,0,0,0,169,0.612318841,0.141843972,0.476595745,2.166710619,0.070553385,0.107632769,,
20541N2.cif,5.08862,4.83044,1.44221,229.999,0.274494,0.272703,0,0.482758621,0.344827586,0.103448276,0.068965517,1.5,0,0,0,50.5,0.601190476,0.166666667,0.533333333,1.860750655,0.03222715,0.070443845,,
21091N3.cif,4.79479,3.94341,0.972508,299.395,0.49651,0.313669,1,0.538461538,0.393162393,0.034188034,0.034188034,1,0,0,0,79,0.626984127,0.068376068,0.221538462,3.570491985,0.019967645,0.06495824,,
19150N2.cif,5.22249,4.45148,1.25415,591.079,0.363274,0.330842,0,0.444444444,0.222222222,0.222222222,0.111111111,2,0,0,0,16,0.666666667,0.333333333,1.057777778,3.184093332,0.015582503,0.061490449,,
21040N3.cif,5.08169,4.94969,1.03457,625.965,0.487545,0.340963,1,0.570247934,0.330578512,0.033057851,0.033057851,1,0,0.033057851,0,185,0.670289855,0.099173554,0.318677686,4.495267661,0.01045636,0.049524234,,
21430N2.cif,5.62049,4.52926,1.08977,333.217,0.44099,0.267593,0,0.50877193,0.315789474,0.052631579,0.122807018,0.428571429,0,0,0,116.5,0.66954023,0.175438596,0.58245614,2.422232732,0.014634837,0.030876489,,
13182N3.cif,6.14398,5.43904,1.05108,941.889,0.470735,0.433566,1,0.485714286,0.4,0.057142857,0.057142857,1,0,0,0,39,0.573529412,0.114285714,0.370285714,6.654143945,0.002617748,0.02370967,,
linker102_CH_linker72_N_qtz_relaxed.cif,20.25552,19.79502,0.2852,6609.35,3.03036,0.886007,1,0.518072289,0.289156627,0.096385542,0.096385542,1,0,0,0,175,0.678294574,0.192771084,0.624578313,11.15862415,2.913974996,25.94170606,,
linker111_NH_linker92_CO_jea_relaxed.cif,16.55384,15.86438,0.292378,5925.69,2.93832,0.883419,1,0.515625,0.359375,0.0625,0.046875,1.333333333,0,0,0.015625,165,0.625,0.109375,0.35125,10.29362144,2.323866597,19.50770601,,
linker98_N_linker57_CH_sql_relaxed.cif,21.64257,21.07796,0.260746,6523.51,3.34372,0.900205,0,0.551724138,0.327586207,0.103448276,0.017241379,6,0,0,0,127,0.661458333,0.120689655,0.373793103,11.44001589,2.452929108,20.79630075,,
linker106_N_linker22_CH_qtz_relaxed_interp_2.cif,23.04061,21.90793,0.231966,6975.68,3.83297,0.901603,1,0.487804878,0.341463415,0.12195122,0.048780488,2.5,0,0,0,142,0.591666667,0.170731707,0.538536585,10.80794505,3.605336381,25.73024907,,
linker98_C_linker91_C_stu_relaxed.cif,25.94142,16.74548,0.261644,5686.91,3.33812,0.914995,1,0.581395349,0.302325581,0.11627907,0,0,0,0,0,277,0.6925,0.11627907,0.353488372,10.65946512,3.41291955,27.49833218,,
linker91_C_linker39_C_kgd-a_relaxed.cif,20.61587,19.40657,0.261577,6655.97,3.37093,0.913228,0,0.545454545,0.181818182,0.272727273,0,0,0,0,0,460,0.709876543,0.272727273,0.829090909,11.27495494,2.898830823,24.6508471,,
linker102_CH_linker42_N_qtz_relaxed.cif,20.72984,20.30891,0.273015,6754.79,3.17858,0.905579,1,0.56626506,0.289156627,0.096385542,0.048192771,2,0,0,0,199,0.705673759,0.144578313,0.458795181,11.72360303,3.01469645,27.58880788,,
linker98_CH2_linker76_NH_sql_relaxed.cif,21.88008,20.35399,0.229427,7954.32,3.85168,0.903485,0,0.509090909,0.381818182,0.109090909,0,0,0,0,0,97,0.577380952,0.109090909,0.331636364,10.67815755,3.35555768,23.44994859,,
linker107_N_linker20_CH_qtz_relaxed_interp_2.cif,20.60165,19.17233,0.220784,7706.44,4.0166,0.896613,1,0.511627907,0.418604651,0.069767442,0,0,0,0,0,148,0.560606061,0.069767442,0.212093023,10.34892501,3.669790338,23.73692791,,
linker107_CH2_linker28_NH_qtz_relaxed_interp_2.cif,19.7693,18.64607,0.253702,7105.98,3.44845,0.888825,1,0.465116279,0.395348837,0.093023256,0.046511628,2,0,0,0,127,0.529166667,0.139534884,0.442790698,11.23273134,2.753762632,22.02254043,,
linker98_CH_linker72_N_dmp_relaxed_interp_2.cif,17.22656,15.77131,0.262346,7116.53,3.33842,0.896207,1,0.526315789,0.298245614,0.105263158,0.070175439,1.5,0,0,0,641,0.667708333,0.175438596,0.561403509,11.10571535,2.775502823,22.88159947,,
linker91_N_linker7_CH_hnd_relaxed.cif,21.94376,21.30466,0.243603,7542.89,3.58879,0.886986,0,0.461538462,0.384615385,0.153846154,0,0,0,0,0,649,0.500771605,0.153846154,0.467692308,10.80226098,2.96241316,21.83107294,,
linker92_CO_linker14_NH_hcb_relaxed.cif,21.30755,19.05364,0.23148,7163,3.8228,0.894909,0,0.476190476,0.380952381,0.047619048,0.095238095,0.5,0,0,0,104.5,0.580555556,0.142857143,0.472380952,10.19464569,2.966088866,19.77716489,,
linker99_C_linker77_C_mer_relaxed.cif,23.14206,18.3256,0.257238,6185.52,3.38488,0.891977,1,0.55,0.35,0.1,0,0,0,0,0,449,0.637784091,0.1,0.304,10.66248431,2.464722701,19.03840846,,
linker91_NH_linker1_CH2_tts-a_relaxed.cif,23.33642,21.58395,0.241509,8393.79,3.63713,0.892105,0,0.384615385,0.423076923,0.192307692,0,0,0,0,0,293.5,0.326111111,0.192307692,0.584615385,9.622175763,3.138776381,20.54463094,,
linker108_CH_linker16_N_qtz_relaxed_interp_2.cif,18.81926,17.02883,0.258272,6506.1,3.38178,0.88972,1,0.536585366,0.365853659,0.097560976,0,0,0,0,0,649,0.614583333,0.097560976,0.296585366,11.23342429,2.347723221,19.13397165,,
linker102_CH_linker8_N_qtz_relaxed.cif,19.83166,19.48695,0.287416,6875.15,2.999,0.880004,1,0.518072289,0.289156627,0.096385542,0.096385542,1,0,0,0,175,0.678294574,0.192771084,0.624578313,11.48486937,2.329952554,21.36899581,,
linker98_CH2_linker26_NH_sql_relaxed.cif,21.79392,20.14962,0.263545,6436.47,3.32763,0.882092,0,0.48,0.306666667,0.106666667,0.106666667,1,0,0,0,136,0.62962963,0.213333333,0.6912,9.331270969,2.894377835,19.82348829,,
linker111_NH_linker55_CO_npo_relaxed_interp_2.cif,23.16028,18.80039,0.239024,5961.68,3.73527,0.907108,1,0.505747126,0.275862069,0.137931034,0.045977011,3,0.022988506,0,0.011494253,349,0.660984848,0.183908046,0.577471264,10.14856971,3.213549299,22.32573175,,
linker107_N_linker84_CH_kgm_relaxed.cif,20.10597,17.92132,0.276408,7404.95,3.13486,0.89855,0,0.444444444,0.333333333,0.222222222,0,0,0,0,0,109,0.50462963,0.222222222,0.675555556,13.39983311,2.460352139,25.85264044,,
linker103_C_linker76_C_uni_relaxed.cif,18.33066,18.07921,0.241283,6472.4,3.64709,0.914552,1,0.622641509,0.301886792,0.075471698,0,0,0,0,0,289,0.72979798,0.075471698,0.229433962,9.828519891,3.110987221,21.3028086,,
linker100_N_linker57_CH_uni_relaxed.cif,22.4409,21.61646,0.267311,5931.42,3.27902,0.901839,1,0.516129032,0.290322581,0.129032258,0.064516129,2,0,0,0,505,0.657552083,0.193548387,0.614193548,12.1172089,2.571156502,23.71331878,,
linker100_C_linker27_C_umd_relaxed_interp_2.cif,17.80162,15.0719,0.29041,6448.41,2.9645,0.885456,1,0.555555556,0.333333333,0.027777778,0.083333333,0.333333333,0,0,0,881,0.68828125,0.111111111,0.371111111,11.75840998,2.200419186,21.00622258,,
linker105_CH_linker29_N_qtz_relaxed.cif,22.12855,21.53301,0.23274,7038.41,3.8339,0.896049,1,0.454545455,0.295454545,0.136363636,0.113636364,1.2,0,0,0,145,0.604166667,0.25,0.805454545,8.342514329,5.368229818,29.48806263,,
linker107_N_linker81_CH_kgm_relaxed.cif,23.62131,22.23453,0.257048,7495.3,3.40411,0.902598,0,0.48,0.32,0.2,0,0,0,0,0,122.5,0.56712963,0.2,0.608,11.29358947,2.909635463,24.07102387,,
linker109_CH_linker95_N_xux_relaxed_interp_5.cif,21.61551,15.89571,0.256686,7720.89,3.37432,0.894615,1,0.618257261,0.331950207,0.049792531,0,0,0,0,0,1061,0.712080537,0.049792531,0.151369295,12.6769933,2.497013887,22.95043735,,
