COFs_name,LCD(脜),PLD(脜),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,N-to-O,S%,Halogen%,Metalloid%,TDU,DUC,TE,AWE,N_CH4(mol/kg),D_CH4(10^-8 m2/s),P_CH4(10^4Barrer),,,
13020N2.cif,28.38023,27.93603,0.2551,4422.43,3.42814,0.911489,0,0.557692308,0.269230769,0,0.115384615,0,0,0,0.057692308,89,0.767241379,0.115384615,0.396923077,2.101218792,11.453911,16.71481297,,,
16061N2.cif,23.03655,18.49772,0.116104,8558.49,8.08412,0.948196,0,0.534591195,0.41509434,0.025157233,0.025157233,1,0,0,0,205,0.602941176,0.050314465,0.163018868,3.67243723,30.48846684,36.81712051,,,
19452N2.cif,29.19112,28.93731,0.356418,2480.72,2.28103,0.778281,0,0.541176471,0.388235294,0.058823529,0.011764706,5,0,0,0,170.5,0.617753623,0.070588235,0.219294118,1.09258666,12.30190421,11.13624668,,,
19466N2.cif,29.22245,29.02234,0.477852,1982.24,1.59405,0.726861,0,0.48,0.4,0.04,0.08,0.5,0,0,0,82,0.569444444,0.12,0.3968,0.861204582,9.940159307,8.880941358,,,
19461N2.cif,6.39554,5.54899,0.694444,2031.56,0.934907,0.627326,0,0.52173913,0.347826087,0.086956522,0.043478261,2,0,0,0,46,0.638888889,0.130434783,0.413913043,0.705286383,1.566068807,1.437213892,,,
13080N2.cif,20.43722,20.1802,0.650962,1626.56,1.01029,0.588432,0,0.666666667,0.238095238,0.095238095,0,0,0,0,0,133,0.791666667,0.095238095,0.28952381,0.528020782,10.18695079,6.154059551,,,
20090N2.cif,15.58162,15.30411,0.611145,2044.65,1.11342,0.629672,0,0.578947368,0.368421053,0.052631579,0,0,0,0,0,117,0.664772727,0.052631579,0.16,0.74160252,4.6287529,3.945557615,,,
2016bN2.cif,27.32528,27.05431,0.398995,2449.74,1.98458,0.730258,0,0.535211268,0.366197183,0.098591549,0,0,0,0,0,94,0.618421053,0.098591549,0.29971831,0.981434796,12.86347124,10.98697051,,,
14031N2.cif,20.1365,19.92386,0.451,2859.02,1.72293,0.779198,0,0.564102564,0.307692308,0.051282051,0.051282051,1,0,0,0.025641026,187,0.708333333,0.102564103,0.332307692,1.044575063,8.277298563,9.075429675,,,
21071N2.cif,14.32254,13.93346,0.835057,1468.99,0.780114,0.606104,0,0.5625,0.1875,0.09375,0.15625,0.6,0,0,0,58,0.805555556,0.25,0.8225,0.570098366,6.213252156,5.354841212,,,
16270N2.cif,24.32238,23.92011,0.52243,2317.61,1.39759,0.648012,0,0.567567568,0.378378378,0.054054054,0,0,0,0,0,163,0.646825397,0.054054054,0.164324324,0.783911739,9.087910234,7.203721316,,,
20270C2.cif,8.37051,8.11322,0.943597,1248.77,0.57569,0.474085,0,0.458333333,0.375,0.145833333,0,0,0,0.020833333,0,22.5,0.511363636,0.166666667,0.509166667,0.522049325,3.533122494,2.464492777,,,
20272C2.cif,10.74822,10.29935,0.860498,1376.86,0.684418,0.486638,0,0.471698113,0.339622642,0.169811321,0,0,0,0.018867925,0,27.5,0.55,0.188679245,0.575849057,0.4520957,3.770420502,2.132016685,,,
20211N2.cif,20.2998,19.94673,0.538649,2102.28,1.3737,0.781237,0,0.5625,0.40625,0.03125,0,0,0,0,0,68.5,0.634259259,0.03125,0.095,1.071541177,9.285093264,12.50542187,,,
16191N2.cif,9.08273,6.59713,0.563956,3731.74,1.25262,0.667696,0,0.573529412,0.375,0.051470588,0,0,0,0,0,204,0.653846154,0.051470588,0.156470588,1.083027559,2.809076225,3.421697234,,,
19283N2.cif,28.3007,28.04963,0.597348,1868.17,1.21172,0.67454,0,0.547169811,0.339622642,0.037735849,0.037735849,1,0.037735849,0,0,235,0.675287356,0.075471698,0.244528302,0.761968504,4.139951931,3.796487652,,,
21072N2.cif,14.01495,13.62531,0.80652,1556.26,0.809478,0.610574,0,0.580645161,0.193548387,0.096774194,0.129032258,0.75,0,0,0,58,0.805555556,0.225806452,0.738064516,0.615482695,7.584239377,6.865874763,,,
19103N2.cif,9.37055,8.83148,0.610698,2517.82,1.16103,0.762666,0,0.631578947,0.263157895,0.105263158,0,0,0,0,0,109,0.756944444,0.105263158,0.32,0.856229097,2.680793351,3.193219363,,,
16031N2.cif,20.89927,20.59917,0.459652,2402.15,1.65482,0.707618,0,0.50877193,0.403508772,0.087719298,0,0,0,0,0,98.5,0.566091954,0.087719298,0.266666667,0.88219308,14.45849628,12.39165606,,,
18030N2.cif,7.81506,7.16577,0.764414,1814.55,0.782535,0.585316,0,0.583333333,0.375,0.041666667,0,0,0,0,0,75,0.669642857,0.041666667,0.126666667,0.893319508,2.257766511,2.695376416,,,
20165N2.cif,28.08589,27.8263,0.39267,2482.33,2.01925,0.743857,0,0.541666667,0.375,0.083333333,0,0,0,0,0,97,0.621794872,0.083333333,0.253333333,1.04748654,11.92086871,10.89401787,,,
13073N2.cif,21.41233,21.15097,0.708258,1490.85,0.979135,0.639023,0,0.473684211,0.263157895,0.105263158,0.157894737,0.666666667,0,0,0,73,0.675925926,0.263157895,0.863157895,0.574451117,10.59760831,8.229689903,,,
21314N2.cif,34.59008,34.52,0.321533,2671.15,2.55513,0.787601,0,0.597014925,0.343283582,0.059701493,0,0,0,0,0,111,0.69375,0.059701493,0.181492537,1.21387428,23.00625607,21.12350691,,,
15130N2.cif,29.36548,29.18172,0.478265,1910.59,1.59803,0.74468,0,0.611111111,0.222222222,0,0.111111111,0,0,0,0.055555556,109,0.825757576,0.111111111,0.382222222,0.856058675,10.33129434,9.408298928,,,
20052N2.cif,26.26799,26.02613,0.515219,1914.4,1.47452,0.721744,0,0.571428571,0.330827068,0.060150376,0.030075188,2,0,0,0,209,0.6875,0.090225564,0.286315789,0.803835276,11.53663197,10.2999639,,,
17190N2.cif,16.67363,16.26602,0.560084,2101.25,1.25856,0.641462,0,0.569620253,0.379746835,0.050632911,0,0,0,0,0,59,0.655555556,0.050632911,0.153924051,0.721816051,5.002471203,3.874804392,,,
20300N2.cif,20.10559,19.79289,0.516143,2215.56,1.44344,0.675883,0,0.535714286,0.321428571,0.107142857,0.035714286,3,0,0,0,59.5,0.661111111,0.142857143,0.448571429,0.793539187,6.82160374,5.640413996,,,
19431N2.cif,12.86042,12.34923,0.796818,1523.32,0.769862,0.612629,0,0.617647059,0.352941176,0.029411765,0,0,0,0,0,119,0.708333333,0.029411765,0.089411765,0.671499982,5.930865593,5.806779372,,,
16480N2.cif,18.52304,18.22152,0.567406,1951.76,1.26319,0.651894,0,0.555555556,0.333333333,0.111111111,0,0,0,0,0,59.5,0.661111111,0.111111111,0.337777778,0.691109302,8.281439584,6.323216254,,,
16083N2.cif,15.85858,15.75194,0.514777,2894.15,1.41793,0.692622,0,0.560606061,0.363636364,0.075757576,0,0,0,0,0,191,0.64527027,0.075757576,0.23030303,0.845608002,7.109003775,6.401883933,,,
21032N2.cif,20.31958,19.91146,0.645573,1570.5,1.06073,0.662611,0,0.592592593,0.37037037,0.037037037,0,0,0,0,0,130,0.677083333,0.037037037,0.112592593,0.894572391,2.233678961,2.553023395,,,
19361N2.cif,33.24253,33.04876,0.38916,2234.58,2.08398,0.78555,0,0.571428571,0.333333333,0.047619048,0,0,0.047619048,0,0,100,0.694444444,0.047619048,0.144761905,1.0889619,10.31695543,10.25842807,,,
18060N2.cif,15.65893,15.42821,0.740757,1860.28,0.840573,0.554997,0,0.4,0.44,0.08,0.08,1,0,0,0,49,0.408333333,0.16,0.5184,0.554242483,26.90418466,18.31051658,,,
20671N2.cif,15.23076,14.98879,0.888223,1326.83,0.675664,0.658086,0,0.619047619,0.357142857,0.023809524,0,0,0,0,0,147,0.706730769,0.023809524,0.072380952,0.705599945,7.579485368,9.337217483,,,
17180N2.cif,13.08541,12.65155,0.526629,2446.75,1.39681,0.657643,0,0.534883721,0.348837209,0.093023256,0.023255814,4,0,0,0,88,0.637681159,0.11627907,0.362790698,0.750084782,3.618116571,2.807387958,,,
16312N2.cif,18.55352,17.47396,0.338509,4349.22,2.4472,0.853151,0,0.555555556,0.351851852,0.074074074,0.018518519,4,0,0,0,79,0.658333333,0.092592593,0.288888889,1.659450729,5.479183238,7.843156149,,,
19411N2.cif,36.19593,36.03691,0.522701,1864.73,1.42425,0.727679,0,0.607142857,0.357142857,0.035714286,0,0,0,0,0,283,0.693627451,0.035714286,0.108571429,0.852358357,10.63262781,10.296048,,,
19570N2.cif,18.27023,17.93011,0.579217,1913.44,1.2126,0.652864,0,0.581395349,0.348837209,0.069767442,0,0,0,0,0,135,0.675,0.069767442,0.212093023,0.708386726,10.71700932,8.57477227,,,
16120N2.cif,16.08953,15.75495,0.682814,1723.1,0.999979,0.627858,0,0.47826087,0.304347826,0.130434783,0.086956522,1.5,0,0,0,41.5,0.628787879,0.217391304,0.695652174,0.640217266,3.762052987,3.084115903,,,
16050N2.cif,15.08117,14.72412,0.763077,1424.44,0.86969,0.62874,0,0.553191489,0.212765957,0.106382979,0.085106383,1.25,0,0,0.042553191,80,0.769230769,0.189473684,0.609684211,0.537077183,3.644858043,2.805248418,,,
20031N2.cif,16.09988,15.64103,0.799548,1237.63,0.737066,0.439893,0,0.431372549,0.37254902,0.078431373,0.098039216,0.8,0,0,0.019607843,139,0.526515152,0.176470588,0.575686275,0.371833285,7.022101056,2.742972677,,,
18083N2.cif,18.16021,17.98332,0.549072,2359.08,1.33134,0.65285,0,0.533333333,0.366666667,0.066666667,0.033333333,2,0,0,0,161,0.62890625,0.099173554,0.314710744,0.739751447,3.570255792,2.827759123,,,
20160N2.cif,25.57282,25.18439,0.516247,2007.32,1.42734,0.647799,0,0.514285714,0.4,0.028571429,0.057142857,0.5,0,0,0,130,0.601851852,0.085714286,0.283428571,0.685351571,5.101809455,3.492609346,,,
16100N2.cif,18.50904,18.21597,0.575807,1915.73,1.23673,0.654306,0,0.555555556,0.333333333,0.111111111,0,0,0,0,0,59.5,0.661111111,0.111111111,0.337777778,0.691406596,6.940798338,5.400268316,,,
21181N2.cif,27.50399,27.30368,0.410128,2461.57,1.92047,0.73944,0,0.529411765,0.352941176,0.117647059,0,0,0,0,0,67,0.62037037,0.117647059,0.357647059,0.973830649,8.445139948,7.449501308,,,
19470N2.cif,31.50293,31.32681,0.511426,2059.61,1.43282,0.685452,0,0.569892473,0.365591398,0.064516129,0,0,0,0,0,415,0.652515723,0.064516129,0.196129032,0.76702945,7.239098874,5.813945402,,,
08010N2.cif,8.38514,7.65138,0.880672,506.808,0.613373,0.287492,0,0.421052632,0.421052632,0,0.105263158,0,0,0,0.052631579,49,0.510416667,0.105263158,0.362105263,0.133040706,3.260949056,0.328082494,,,
13120N2.cif,13.74602,13.41737,0.630497,1932.92,1.07731,0.593087,0,0.582089552,0.358208955,0.059701493,0,0,0,0,0,53,0.679487179,0.059701493,0.181492537,0.657402978,5.945047134,4.365187965,,,
16070N2.cif,16.96964,16.65922,0.69272,2043.62,0.984958,0.628433,0,0.391304348,0.391304348,0.086956522,0.130434783,0.666666667,0,0,0,49,0.453703704,0.217391304,0.713043478,0.712958757,5.462032069,5.063489493,,,
18033N2.cif,15.91973,15.50715,0.509455,2682.76,1.43459,0.708592,0,0.546666667,0.4,0.053333333,0,0,0,0,0,201,0.612804878,0.053333333,0.162133333,1.107097924,4.731578043,5.648181819,,,
21052N2.cif,18.66837,17.72865,0.378504,3660.02,2.11665,0.765182,0,0.539325843,0.404494382,0.02247191,0.033707865,0.666666667,0,0,0,237,0.6171875,0.056179775,0.184269663,1.165338372,8.509819152,8.578713161,,,
19451N2.cif,33.81681,33.58969,0.354589,2405.41,2.29455,0.769095,0,0.528735632,0.402298851,0.057471264,0.011494253,5,0,0,0,164.5,0.596014493,0.068965517,0.214252874,1.099378897,17.24141839,15.43974718,,,
19351N2.cif,24.79884,24.55797,0.596792,1523.24,1.15028,0.611712,0,0.620689655,0.344827586,0.034482759,0,0,0,0,0,154,0.712962963,0.034482759,0.104827586,0.631582554,7.152654407,4.925858259,,,
16201N2.cif,12.95641,12.03827,0.596112,2360.66,1.24027,0.626188,0,0.428571429,0.285714286,0.071428571,0.178571429,0.4,0.035714286,0,0,46,0.638888889,0.25,0.831428571,0.606327001,4.786374788,3.235644254,,,
18112N2.cif,16.94837,16.60555,0.737921,1581.42,0.912564,0.718239,0,0.622222222,0.288888889,0.044444444,0.044444444,1,0,0,0,169,0.754464286,0.088888889,0.288,0.844777883,5.343782095,7.146356534,,,
20050N2.cif,26.26799,26.02613,0.48873,2017.29,1.55558,0.722813,0,0.567164179,0.343283582,0.059701493,0.029850746,2,0,0,0,205,0.674342105,0.089552239,0.284179104,0.83486206,8.965221264,7.897420113,,,
21051N2.cif,19.78271,19.03146,0.365699,3885.19,2.20865,0.78702,0,0.568421053,0.378947368,0.021052632,0.031578947,0.666666667,0,0,0,285,0.659722222,0.052631579,0.172631579,1.285169559,7.222466909,7.979397186,,,
20392N2.cif,27.4266,27.19968,0.471421,2109.24,1.62335,0.73086,0,0.588235294,0.338235294,0.058823529,0,0,0.014705882,0,0,221,0.690625,0.058823529,0.178823529,0.898232551,10.67334982,9.866138372,,,
20530N2.cif,19.42127,18.96217,0.536625,2922.65,1.41056,0.743349,0,0.568965517,0.25862069,0.068965517,0.103448276,0.666666667,0,0,0,197,0.746212121,0.172413793,0.565517241,1.173132553,3.49597839,4.886456526,,,
21200N2.cif,22.25008,21.9532,0.496452,2157.24,1.51962,0.710967,0,0.555555556,0.333333333,0.074074074,0.037037037,2,0,0,0,161,0.670833333,0.111111111,0.352592593,0.864734673,5.634431584,5.136582186,,,
14020N2.cif,25.68704,25.30476,0.509823,2263,1.45407,0.685238,0,0.567567568,0.378378378,0.054054054,0,0,0,0,0,163,0.646825397,0.054054054,0.164324324,0.861049681,7.210120589,6.478077689,,,
20330N2.cif,30.97191,30.76962,0.372581,2447.06,2.15287,0.752878,0,0.571428571,0.380952381,0.047619048,0,0,0,0,0,94,0.652777778,0.047619048,0.144761905,1.034076246,5.659973126,4.903732738,,,
16142N2.cif,31.14894,30.95031,0.374905,2439.49,2.14332,0.758789,0,0.571428571,0.380952381,0.047619048,0,0,0,0,0,94,0.652777778,0.047619048,0.144761905,1.064110511,9.249544866,8.363034839,,,
16032N2.cif,22.30685,21.78847,0.388373,2801.55,2.07311,0.725767,0,0.491525424,0.389830508,0.084745763,0.033898305,2.5,0,0,0,98.5,0.566091954,0.118644068,0.374237288,0.993421288,9.689130251,8.10361975,,,
19231N2.cif,11.56769,10.67044,0.537007,3078.17,1.34531,0.706929,0,0.558441558,0.376623377,0.051948052,0.012987013,4,0,0,0,221,0.64244186,0.064935065,0.202597403,0.967492224,3.08709361,3.386628644,,,
19560N2.cif,21.86424,21.77168,0.479614,2574.9,1.54699,0.690956,0,0.483870968,0.451612903,0.032258065,0.032258065,1,0,0,0,94,0.522222222,0.064516129,0.209032258,0.86235859,4.582926407,3.911898447,,,
17220N2.cif,22.19192,21.85306,0.483209,2600.4,1.54654,0.664661,0,0.46875,0.4375,0.03125,0.03125,1,0.03125,0,0,94,0.522222222,0.0625,0.2025,0.809827713,7.25791155,5.638376442,,,
16171N2.cif,17.56245,17.18023,0.641115,1844.99,1.10127,0.653303,0,0.595744681,0.276595745,0.042553191,0,0,0,0.085106383,0,153,0.683035714,0.127659574,0.468085106,0.698731619,6.053878996,5.291871299,,,
14080N2.cif,34.47645,34.30932,0.400887,2099.23,2.01314,0.791784,0,0.545454545,0.272727273,0.045454545,0.090909091,0.5,0,0,0.045454545,106,0.736111111,0.136363636,0.450909091,1.068413662,10.34732398,10.48119318,,,
18031N2.cif,11.6937,10.85254,0.650729,2152.6,1.01016,0.634725,0,0.573333333,0.373333333,0.026666667,0.026666667,1,0,0,0,229,0.665697674,0.053333333,0.1728,0.991413814,2.47292426,3.024587113,,,
20630N2.cif,25.99705,25.8776,0.527893,2208.81,1.37232,0.693984,0,0.547619048,0.380952381,0.071428571,0,0,0,0,0,172,0.623188406,0.071428571,0.217142857,0.860586389,7.675240312,7.227637568,,,
15220N2.cif,11.19018,10.72475,0.764041,1668.7,0.817574,0.575285,0,0.588235294,0.294117647,0.117647059,0,0,0,0,0,43,0.716666667,0.117647059,0.357647059,0.610205594,4.495659498,3.601503656,,,
16230N2.cif,12.37,11.93487,0.792045,1485.28,0.786243,0.540122,0,0.526315789,0.315789474,0.105263158,0.052631579,2,0,0,0,40,0.666666667,0.157894737,0.501052632,0.528510146,6.203264693,4.189188633,,,
15183N2.cif,27.37273,27.15264,0.560685,1609.48,1.34792,0.717629,0,0.567567568,0.216216216,0.081081081,0.108108108,0.75,0,0,0.027027027,131,0.779761905,0.187919463,0.614228188,0.720082444,11.73077763,10.15178693,,,
20200N2.cif,31.90137,31.82555,0.45887,2355.17,1.66753,0.803131,0,0.574468085,0.382978723,0.042553191,0,0,0,0,0,211,0.651234568,0.042553191,0.129361702,1.239428709,14.01697067,19.12345338,,,
20341N2.cif,24.23241,24.02399,0.519784,1863.47,1.38969,0.660437,0,0.611111111,0.333333333,0.055555556,0,0,0,0,0,94,0.712121212,0.055555556,0.168888889,0.692922767,5.721031065,4.064695255,,,
17152N2.cif,23.3108,23.23814,0.516977,1926.4,1.42002,0.687176,0,0.49704142,0.408284024,0.041420118,0.053254438,0.777777778,0,0,0,96.5,0.574404762,0.094674556,0.309112426,0.769580992,11.98776298,9.78917823,,,
20000N2.cif,20.51653,20.16798,0.455957,2943.02,1.69915,0.746383,0,0.552380952,0.361904762,0.076190476,0,0,0.00952381,0,0,149,0.642241379,0.076190476,0.231619048,1.125321999,4.242169766,4.852494266,,,
18140N2.cif,18.52351,17.97835,0.40444,3142.25,1.93913,0.756507,0,0.545454545,0.409090909,0.045454545,0,0,0,0,0,59,0.614583333,0.045454545,0.138181818,1.114405841,6.741737697,6.865889892,,,
19190N2.cif,11.88222,11.38463,0.574363,2909.5,1.24378,0.656834,0,0.534246575,0.383561644,0.02739726,0.02739726,1,0,0.02739726,0,189,0.605769231,0.082191781,0.264109589,0.897295743,3.15583903,3.19085509,,,
18150N2.cif,13.78326,13.45082,0.92742,1334.76,0.66134,0.549783,0,0.553846154,0.169230769,0.092307692,0.092307692,1,0,0.092307692,0,53,0.736111111,0.276923077,0.889846154,0.514755393,6.753776346,5.294560255,,,
16002N2.cif,35.8627,35.70086,0.417252,1937.81,1.91132,0.780556,0,0.653846154,0.230769231,0,0.076923077,0,0,0,0.038461538,169,0.828431373,0.076923077,0.264615385,1.013278562,11.83436523,11.66516448,,,
17050N2.cif,24.86396,24.59168,0.4697,2224.54,1.61793,0.709679,0,0.52,0.4,0.04,0,0,0.04,0,0,94,0.602564103,0.04,0.1216,0.891172858,13.10042459,11.62369986,,,
17210N2.cif,17.39366,17.09611,0.650728,1687.48,1.04855,0.637238,0,0.592592593,0.296296296,0.074074074,0.037037037,2,0,0,0,70,0.729166667,0.111111111,0.352592593,0.640921025,7.543401974,5.988078433,,,
13130N2.cif,43.9063,43.78181,0.375995,1842.67,2.19998,0.805243,0,0.575757576,0.242424242,0.03030303,0.121212121,0.25,0,0,0.03030303,178,0.780701754,0.151515152,0.509090909,1.103314863,17.0551324,17.0168097,,,
19480N2.cif,22.62047,22.03293,0.488964,2476.41,1.52208,0.69564,0,0.525,0.425,0.05,0,0,0,0,0,145,0.575396825,0.05,0.152,0.906565544,8.604501749,7.925030063,,,
07000N2.cif,31.52022,31.34049,0.44676,1936.58,1.74317,0.763616,0,0.571428571,0.285714286,0,0.095238095,0,0,0,0.047619048,109,0.756944444,0.095238095,0.327619048,0.953090042,12.89462178,12.52294268,,,
08013N2.cif,14.70932,14.32867,0.737315,1698.86,0.891478,0.645909,0,0.5,0.2,0,0.2,0,0,0,0.1,49,0.816666667,0.2,0.688,0.695913401,8.132761489,8.05067308,,,
11030N2.cif,20.45694,18.68643,0.361779,4033.4,2.24767,0.822248,0,0.566037736,0.358490566,0.075471698,0,0,0,0,0,79,0.658333333,0.075471698,0.229433962,1.556023614,6.861647238,9.486484486,,,
20142N2.cif,10.41381,9.98995,0.688552,1942.43,0.942268,0.561091,0,0.575757576,0.363636364,0.03030303,0.03030303,1,0,0,0,103,0.677631579,0.060606061,0.196363636,0.651061467,2.441950476,1.83460867,,,
20340N2.cif,19.61233,19.36474,0.60802,1736.2,1.1173,0.592504,0,0.634408602,0.301075269,0.064516129,0,0,0,0,0,88,0.745762712,0.064516129,0.196129032,0.552262421,12.09075726,7.184932571,,,
19101N2.cif,18.31073,18.02008,0.754903,1425.03,0.883504,0.647613,0,0.642857143,0.214285714,0,0.142857143,0,0,0,0,91,0.842592593,0.142857143,0.491428571,0.623736826,4.602972675,4.192383885,,,
13122N2.cif,27.83853,27.70121,0.402122,2336.28,1.95995,0.757596,0,0.6,0.392307692,0.007692308,0,0,0,0,0,105.5,0.676282051,0.007692308,0.023384615,1.061026166,7.921253126,7.647685908,,,
13170N2.cif,25.51802,24.69244,0.309017,4128.08,2.75823,0.906642,0,0.551724138,0.287356322,0.091954023,0.045977011,2,0,0,0.022988506,135,0.703125,0.137931034,0.437701149,2.003972685,15.99448312,26.82222269,,,
19145N2.cif,14.51615,14.17649,0.917661,1269.4,0.639452,0.520802,0,0.588235294,0.235294118,0.058823529,0.117647059,0.5,0,0,0,94,0.783333333,0.176470588,0.583529412,0.446078812,11.00685105,7.008807849,,,
16057N2.cif,25.10039,25.04365,0.581344,1658.6,1.25956,0.726554,0,0.559585492,0.196891192,0.010362694,0.124352332,0.083333333,0.046632124,0,0.062176166,178,0.824074074,0.134715026,0.459274611,0.780020731,7.305505939,7.18905964,,,
16081N2.cif,16.0767,15.93388,0.536196,2751.54,1.3526,0.67041,0,0.560606061,0.363636364,0.075757576,0,0,0,0,0,191,0.64527027,0.075757576,0.23030303,0.790983586,4.916916918,4.175792842,,,
11020N2.cif,15.98839,15.60159,0.572273,2199.53,1.23682,0.619224,0,0.545454545,0.363636364,0.090909091,0,0,0,0,0,46,0.638888889,0.090909091,0.276363636,0.691755531,5.220696935,3.822493101,,,
20473N2.cif,55.49799,55.44839,0.262559,2359.27,3.28726,0.848138,0,0.571428571,0.387755102,0,0.040816327,0,0,0,0,223,0.663690476,0.040816327,0.140408163,1.509155969,28.77040485,28.87939434,,,
20640N2.cif,19.49447,19.18321,0.589948,1949.5,1.16237,0.640679,0,0.584415584,0.376623377,0.038961039,0,0,0,0,0,179.5,0.664814815,0.038961039,0.118441558,0.713661796,3.199491048,2.577757867,,,
19061N2.cif,16.249,16.14031,0.560777,2027.57,1.25975,0.655404,0,0.54368932,0.40776699,0.038834951,0.009708738,4,0,0,0,69,0.616071429,0.048543689,0.151456311,0.745240291,3.75412516,3.071276423,,,
18160N2.cif,18.87398,18.59478,0.57606,1912.5,1.22907,0.644504,0,0.555555556,0.333333333,0.111111111,0,0,0,0,0,59.5,0.661111111,0.111111111,0.337777778,0.670073504,4.563122286,3.390724004,,,
16351N2.cif,23.4697,23.24713,0.607177,1848.03,1.18354,0.705376,0,0.5,0.307692308,0,0.115384615,0,0.038461538,0,0.038461538,109,0.698717949,0.115384615,0.396923077,0.799643775,5.969898944,6.106805414,,,
16055N2.cif,21.95248,21.69719,0.545051,1791.26,1.35895,0.725018,0,0.581818182,0.254545455,0,0.109090909,0,0,0,0.054545455,201,0.78515625,0.109090909,0.375272727,0.816682011,8.259619325,7.961841022,,,
20401N2.cif,16.85759,16.50094,0.377713,6049.48,2.12018,0.831551,0,0.571428571,0.380952381,0.047619048,0,0,0,0,0,94,0.652777778,0.047619048,0.144761905,1.54605016,7.150315913,10.37084596,,,
15185N2.cif,28.61691,28.45106,0.54517,1649.75,1.39509,0.728375,0,0.558823529,0.205882353,0.088235294,0.117647059,0.75,0,0,0.029411765,119,0.782894737,0.204379562,0.668029197,0.755872351,5.898861576,5.288325705,,,
19413N2.cif,32.32912,32.14472,0.426492,2057.91,1.89307,0.782012,0,0.55,0.3,0.1,0,0,0.05,0,0,91,0.689393939,0.1,0.304,1.010812775,18.23423127,18.36102991,,,
17040N2.cif,12.95632,12.51715,0.736546,1578.94,0.846655,0.561787,0,0.594594595,0.351351351,0.054054054,0,0,0,0,0,241,0.684659091,0.054054054,0.164324324,0.593626813,4.253044779,3.120323168,,,
21120N2.cif,34.42603,34.30552,0.350024,2277.67,2.35824,0.791398,0,0.490909091,0.363636364,0.072727273,0.072727273,1,0,0,0,97,0.598765432,0.145454545,0.471272727,1.150371566,18.02393988,17.15517652,,,
20653N2.cif,9.20487,8.54166,1.02561,1286.01,0.550287,0.496161,0,0.545454545,0.340909091,0.068181818,0,0,0,0.045454545,0,89.5,0.621527778,0.113636364,0.365,0.435569285,2.861461333,1.894368879,,,
20450N2.cif,14.87352,14.64627,0.514154,2587.73,1.39585,0.646248,0,0.590909091,0.386363636,0.022727273,0,0,0,0,0,139,0.668269231,0.022727273,0.069090909,0.804922299,3.395323152,2.712327049,,,
19360N2.cif,27.67707,27.47121,0.478197,2012.54,1.62891,0.80291,0,0.571428571,0.380952381,0.047619048,0,0,0,0,0,94,0.652777778,0.047619048,0.144761905,1.089644651,8.106608069,10.13006735,,,
08012N2.cif,12.73227,12.23712,0.736984,1910.32,0.864605,0.541789,0,0.461538462,0.307692308,0,0.153846154,0,0,0,0.076923077,49,0.680555556,0.153846154,0.529230769,0.519514819,7.660778944,4.746501952,,,
20181N2.cif,19.00793,18.58985,0.588678,1879.06,1.23545,0.632524,0,0.548387097,0.290322581,0.064516129,0,0,0,0.096774194,0,64,0.62745098,0.161290323,0.581290323,0.621264632,3.62009226,2.501299141,,,
21170N2.cif,30.22016,30.03446,0.361855,2533.5,2.20707,0.737081,0,0.529411765,0.392156863,0.078431373,0,0,0,0,0,97,0.598765432,0.078431373,0.238431373,1.036538655,10.87749721,8.982119494,,,
19540N2.cif,23.24133,22.98354,0.770136,1353.67,0.858523,0.681149,0,0.6,0.342857143,0.057142857,0,0,0,0,0,175,0.694444444,0.057142857,0.173714286,0.791723845,2.691027117,3.338227251,,,
18080N2.cif,20.75693,20.3011,0.495478,2247.61,1.54562,0.773081,0,0.576923077,0.346153846,0.076923077,0,0,0,0,0,161,0.670833333,0.076190476,0.231619048,1.023888446,9.607675844,11.25472559,,,
19482N2.cif,14.41536,13.95697,0.700732,1905.08,0.927059,0.564521,0,0.518987342,0.405063291,0.063291139,0,0,0,0.012658228,0,140.5,0.571138211,0.075949367,0.24278481,0.550326844,2.885995636,1.87656223,,,
21011N2.cif,25.69576,25.42451,0.429535,2282.69,1.82639,0.746369,0,0.541666667,0.375,0.041666667,0.041666667,1,0,0,0,100,0.641025641,0.083333333,0.27,0.964054685,14.3487324,13.24591326,,,
17181N2.cif,20.9203,20.57924,0.492864,2460.68,1.54805,0.650461,0,0.4,0.4,0.1,0.1,1,0,0,0,43,0.447916667,0.2,0.648,0.730618865,3.224764121,2.256065712,,,
18090N2.cif,24.82011,24.69607,0.452534,2034.74,1.70489,0.751625,0,0.606060606,0.303030303,0,0.060606061,0,0,0,0.03030303,181,0.754166667,0.060606061,0.208484848,0.90813909,9.625844087,8.880924436,,,
20311N2.cif,34.43726,33.82956,0.169088,7869.73,5.35816,0.913189,0,0.565217391,0.391304348,0.043478261,0,0,0,0,0,100,0.641025641,0.042857143,0.130285714,2.62797506,18.50695799,22.43077546,,,
16058N2.cif,22.92273,22.67603,0.606977,1693.79,1.19481,0.712453,0,0.557692308,0.211538462,0.038461538,0.115384615,0.333333333,0.019230769,0,0.057692308,93,0.801724138,0.153846154,0.513846154,0.77136807,9.141952416,9.108431978,,,
15031N2.cif,24.82664,24.58827,0.454279,2129.51,1.69922,0.738781,0,0.567567568,0.324324324,0.027027027,0.054054054,0.5,0,0,0.027027027,89.5,0.71031746,0.081081081,0.268108108,0.910488072,8.645135515,7.890399554,,,
