COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,N-to-O,S%,Halogen%,Metalloid%,TDU,DUC,TE,AWE,N_H2S(mol/kg),D_CH4(10^-8m2/s),P_H2S(10^4Barrer)
21392N2.cif,37.30939,37.1392,0.403371,1968.93,1.9989,0.750816,0,0.482758621,0.344827586,0.068965517,0.068965517,1,0,0.034482759,0,97,0.577380952,0.172413793,0.555862069,16.0732032,0.934523719,13.5876861
21393N2.cif,37.05879,36.80411,0.316613,2623.49,2.64165,0.754921,0,0.46875,0.40625,0.0625,0.0625,1,0,0,0,97,0.538888889,0.125,0.405,8.620201945,1.8165289,11.17904108
21394N2.cif,35.57159,35.29817,0.320161,2708.49,2.61618,0.743869,0,0.454545455,0.393939394,0.060606061,0.090909091,0.666666667,0,0,0,97,0.538888889,0.151515152,0.496969697,8.302482401,1.408619927,8.319193586
21395N2.cif,38.12916,37.9101,0.329937,2492.96,2.53545,0.756729,0,0.482758621,0.344827586,0.068965517,0.103448276,0.666666667,0,0,0,103,0.613095238,0.172413793,0.565517241,11.31965832,1.098778445,9.275330611
21400N2.cif,27.19937,27.05362,0.412821,2377.29,1.87423,0.730464,0,0.56,0.4,0.04,0,0,0,0,0,106,0.630952381,0.04,0.1216,13.42913502,0.646431972,7.818906469
21410N2.cif,22.50124,22.18022,0.457288,2811.55,1.65165,0.714231,0,0.471910112,0.45505618,0.039325843,0.033707865,1.166666667,0,0,0,168,0.5,0.073033708,0.235505618,19.72671801,0.535355262,10.30243692
21411N2.cif,26.40974,26.1042,0.391003,2831.87,2.02234,0.758425,0,0.483870968,0.451612903,0.032258065,0.032258065,1,0,0,0,187,0.519444444,0.064516129,0.209032258,22.35197591,0.685146071,13.56458066
21420N2.cif,8.3785,7.56134,0.795186,1476.43,0.739801,0.480856,0,0.555555556,0.361111111,0.083333333,0,0,0,0,0,103,0.64375,0.083333333,0.253333333,9.546165023,0.135410036,1.476311857
21421N2.cif,12.72508,12.04475,0.650792,1954.08,1.0112,0.575009,0,0.565217391,0.369565217,0.065217391,0,0,0,0,0,135,0.649038462,0.065217391,0.19826087,16.6512653,0.132022702,2.457125028
21422N2.cif,11.51494,10.97887,0.682504,1790.89,0.923072,0.526077,0,0.538461538,0.403846154,0.057692308,0,0,0,0,0,135,0.602678571,0.057692308,0.175384615,13.32763952,0.161968693,2.315012716
21423N2.cif,10.24402,9.30359,0.774606,1590.81,0.770069,0.489903,0,0.518518519,0.388888889,0.055555556,0.037037037,1.5,0,0,0,135,0.602678571,0.092592593,0.296296296,11.12714985,0.122220371,1.541462767
21424N2.cif,15.75198,15.24492,0.562973,2212.19,1.24603,0.640205,0,0.571428571,0.375,0.053571429,0,0,0,0,0,167,0.65234375,0.053571429,0.162857143,20.74881328,0.256932488,5.738963524
21425N2.cif,14.71041,14.36408,0.557585,2223.01,1.25735,0.604115,0,0.58,0.38,0.04,0,0,0,0,0,153,0.659482759,0.04,0.1216,18.96284184,0.254610577,4.857637641
21426N3.cif,13.74326,11.77675,0.200665,10350.6,4.41083,0.886417,1,0.569892473,0.365591398,0.064516129,0,0,0,0,0,35.5,0.669811321,0.064516129,0.196129032,79.11742622,0.895655217,37.64759756
21430N2.cif,5.62049,4.52926,1.08977,333.217,0.44099,0.267593,0,0.50877193,0.315789474,0.052631579,0.122807018,0.428571429,0,0,0,116.5,0.66954023,0.175438596,0.58245614,3.637934696,0.008409448,0.026646891
21440N2.cif,17.07582,16.40166,0.541895,2305.57,1.31513,0.68175,0,0.555555556,0.416666667,0.027777778,0,0,0,0,0,148,0.616666667,0.027777778,0.084444444,21.89653724,0.241953313,5.846040964
21450N2.cif,37.64006,37.49572,0.355495,2412.97,2.32538,0.796876,0,0.613138686,0.255474453,0.04379562,0.087591241,0.5,0,0,0,131,0.779761905,0.131386861,0.434452555,16.52693768,0.92220444,12.89610002
21451N2.cif,37.94652,37.7935,0.331379,2547.69,2.52538,0.809784,0,0.636363636,0.272727273,0.045454545,0.045454545,1,0,0,0,130,0.773809524,0.090909091,0.294545455,16.86189171,0.77420854,10.46340364
21460N2.cif,19.34628,19.09254,0.585014,2048.65,1.21112,0.597171,0,0.5,0.384615385,0.038461538,0.076923077,0.5,0,0,0,94,0.602564103,0.115384615,0.381538462,18.89604832,0.491341853,9.688003105
21470N2.cif,10.66918,9.93798,0.652225,2086.63,1.00404,0.557768,0,0.588235294,0.382352941,0.029411765,0,0,0,0,0,213,0.665625,0.029411765,0.089411765,14.64269813,0.113136874,1.800076122
21480N2.cif,13.01052,12.37536,0.841932,1282.29,0.756165,0.463761,0,0.410714286,0.285714286,0.071428571,0.071428571,1,0,0.160714286,0,58,0.420289855,0.303571429,1.1025,12.22275659,0.151583529,2.16076217
21481N2.cif,10.56229,9.7242,1.08544,797.344,0.529335,0.376164,0,0.382352941,0.235294118,0.058823529,0.058823529,1,0,0.264705882,0,49,0.314102564,0.382352941,1.434705882,6.960291904,0.155524535,1.320152094
21490N2.cif,8.6827,7.32397,1.10025,562.703,0.452205,0.26477,0,0.52892562,0.371900826,0.066115702,0.016528926,4,0,0.016528926,0,309,0.603515625,0.099173554,0.30677686,4.416017542,0.115439335,0.443567083
21510N3.cif,6.14434,5.018,0.716147,2063.16,0.859963,0.489042,1,0.485714286,0.445714286,0.045714286,0.022857143,2,0,0,0,89,0.523529412,0.068571429,0.2176,10.37050171,0.094213321,1.022056645
21511N3.cif,9.00228,8.06856,0.611472,2997.5,1.0985,0.603312,1,0.479591837,0.459183673,0.040816327,0.020408163,2,0,0,0,95,0.505319149,0.06122449,0.194285714,17.6299894,0.180537129,3.507128449
21520N3.cif,8.19994,7.0698,0.381732,7389.24,2.10677,0.831894,1,0.606557377,0.327868852,0,0.06557377,0,0,0,0,55,0.743243243,0.06557377,0.22557377,41.47219627,0.410985683,16.16682878
21530N2.cif,11.11257,10.69236,0.889795,1360.96,0.690563,0.650257,0,0.534883721,0.38372093,0.046511628,0.034883721,1.333333333,0,0,0,115,0.625,0.081395349,0.261395349,12.57023503,0.084699841,1.839990339
21531N2.cif,10.88939,10.65465,0.963001,1297.86,0.624735,0.652104,0,0.541176471,0.376470588,0.047058824,0.035294118,1.333333333,0,0,0,117,0.635869565,0.081871345,0.262923977,11.63962239,0.072738043,1.588029837
21540N3.cif,41.14343,34.79952,0.0516319,8523.58,18.8391,0.980095,1,0.543859649,0.421052632,0.035087719,0,0,0,0,0,149,0.600806452,0.035087719,0.106666667,20.60433879,11.71200651,36.47462357
21550N3.cif,8.47286,7.41575,0.811375,1742.67,0.722477,0.569191,1,0.954545455,0,0.045454545,0,0,0,0,0,84,1,0.045454545,0.138181818,12.90984991,0.175628814,3.127599669
21551N3.cif,11.02298,10.72201,0.819494,1489.31,0.709755,0.506331,1,0.606557377,0.360655738,0.032786885,0,0,0,0,0,52,0.702702703,0.032786885,0.099672131,10.91212826,0.088155009,1.192205997
21560N3.cif,8.5385,8.39348,0.804278,1542.89,0.770604,0.514376,1,0.6,0.28,0.04,0,0,0.08,0,0,181,0.754166667,0.04,0.1216,10.29006241,0.22444933,2.853893477
21570N3.cif,14.64157,14.50795,0.693562,1773.75,0.942237,0.584027,1,0.555555556,0.37037037,0.037037037,0,0,0.037037037,0,0,313,0.652083333,0.037037037,0.112592593,14.99230537,0.249277894,4.521525177
21571N3.cif,19.92583,19.64275,0.600738,1816.6,1.16021,0.635445,1,0.5625,0.375,0.03125,0,0,0.03125,0,0,377,0.654513889,0.03125,0.095,19.16438142,0.307757714,6.724831014
21572N3.cif,18.45979,14.75538,0.16127,8143.26,5.67867,0.937772,1,0.608695652,0.333333333,0.028985507,0,0,0.028985507,0,0,121,0.720238095,0.028985507,0.088115942,21.62329798,3.545310892,34.62913601
21600N2.cif,34.66268,34.49452,0.379388,2225.74,2.15958,0.786848,0,0.545454545,0.318181818,0.090909091,0,0,0.045454545,0,0,97,0.673611111,0.090909091,0.276363636,14.90219726,0.819636848,10.89082473
21601N2.cif,37.95969,37.80266,0.33991,2351.82,2.4553,0.804088,0,0.541666667,0.333333333,0.083333333,0,0,0.041666667,0,0,103,0.66025641,0.083333333,0.253333333,15.66164811,1.035436842,13.23863316
21620N2.cif,21.60969,21.36547,0.524019,2098.4,1.3706,0.672771,0,0.526315789,0.421052632,0.052631579,0,0,0,0,0,70,0.583333333,0.052631579,0.16,22.79840977,0.434523276,10.43149245
21630N2.cif,22.92625,22.70842,0.582998,1752.27,1.22944,0.695911,0,0.529411765,0.352941176,0.058823529,0.058823529,1,0,0,0,70,0.648148148,0.117647059,0.381176471,22.16159387,0.305313648,8.199408574
21631N2.cif,26.43382,26.25093,0.537292,1848.51,1.40721,0.750499,0,0.5,0.333333333,0.111111111,0.055555556,2,0,0,0,67,0.62037037,0.166666667,0.528888889,26.06101074,0.342464984,10.7493566
21632N2.cif,22.01401,21.75115,0.62163,1725.56,1.17218,0.694609,0,0.555555556,0.277777778,0.055555556,0.111111111,0.5,0,0,0,88,0.733333333,0.166666667,0.551111111,22.02338069,0.220995435,6.277030111
21633N2.cif,10.99,10.58604,0.888693,1283.18,0.643935,0.530409,0,0.55,0.35,0.05,0.05,1,0,0,0,44.5,0.674242424,0.1,0.324,10.75415968,0.131764591,1.995043609
21640N3.cif,21.41247,21.08933,0.546112,2723.26,1.29153,0.57621,1,0.383333333,0.483333333,0.033333333,0.1,0.333333333,0,0,0,49,0.355072464,0.133333333,0.445333333,10.5933347,0.457491519,4.555046372
21650N2.cif,8.50883,7.98145,1.44448,592.334,0.32215,0.355472,0,0.60952381,0.076190476,0.152380952,0.076190476,2,0,0.076190476,0,105,0.8203125,0.301886792,1.018867925,5.634358982,0.000986322,0.00852304
21651N2.cif,9.6161,9.10674,1.65035,604.429,0.295635,0.512287,0,0.620155039,0.124031008,0.124031008,0.062015504,2,0,0.062015504,0,129,0.80625,0.246153846,0.830769231,5.856196655,0.040900053,0.60484413
21660N2.cif,7.73885,7.27798,0.973023,1368.83,0.548332,0.46244,0,0.588235294,0.235294118,0.117647059,0,0,0.058823529,0,0,46,0.766666667,0.117647059,0.357647059,7.708049838,0.186808575,1.935237944
21661N2.cif,13.4719,13.35864,0.766248,1565.79,0.827539,0.604466,0,0.575342466,0.287671233,0.095890411,0,0,0.04109589,0,0,60.5,0.720238095,0.095890411,0.291506849,14.30375705,0.268675768,5.316605134
21680N2.cif,11.60726,11.45019,0.872501,1358.9,0.631541,0.538235,0,0.59375,0.375,0.03125,0,0,0,0,0,103,0.677631579,0.03125,0.095,11.51572681,0.186196558,3.007567756
21690N2.cif,26.55132,26.34624,0.466571,1995.68,1.65497,0.726873,0,0.510673235,0.356321839,0.088669951,0.044334975,2,0,0,0,757,0.6085209,0.133004926,0.422068966,15.19570878,0.688287016,10.59452203
21700N2.cif,19.39136,13.42722,0.223906,6360.9,3.95184,0.900475,0,0.515151515,0.375757576,0.072727273,0,0,0,0.024242424,0.012121212,197,0.579411765,0.096969697,0.317575758,76.83876234,0.87842952,40.64800406
21710N2.cif,10.4747,10.05362,1.15137,696.736,0.430965,0.319626,0,0.4375,0.3125,0.125,0.0625,2,0.0625,0,0,49,0.583333333,0.1875,0.595,5.245895152,0.163278892,0.94150192
21711N2.cif,10.96455,10.53452,1.20612,693.303,0.364807,0.342524,0,0.421052632,0.368421053,0.105263158,0.052631579,2,0.052631579,0,0,49,0.510416667,0.157894737,0.501052632,5.384506484,0.251712194,1.672423402
21712N2.cif,16.9478,16.60136,0.841107,927.94,0.700886,0.468026,0,0.458333333,0.375,0.083333333,0.041666667,2,0.041666667,0,0,73,0.553030303,0.125,0.396666667,8.638932124,0.373076987,3.789608103
21720N2.cif,19.90949,19.62592,0.71899,1470.43,0.935034,0.613236,0,0.58,0.24,0.06,0.06,1,0.06,0,0,90,0.775862069,0.12,0.3888,15.6651869,0.280190573,5.780350101
21730N3.cif,14.68867,14.55907,0.725204,1733.47,0.905318,0.660764,1,0.586206897,0.310344828,0.034482759,0.068965517,0.5,0,0,0,442,0.722222222,0.103448276,0.342068966,17.71382976,0.173123103,4.389232734
22000N2.cif,30.11354,30.0174,0.562012,1617.69,1.36812,0.763372,0,0.571428571,0.19047619,0.047619048,0,0,0,0.19047619,0,94,0.652777778,0.238095238,0.902857143,20.835948,0.688882535,18.39309462
22001N2.cif,8.61999,8.30428,0.813726,1331.01,0.706503,0.444991,0,0.461538462,0.461538462,0.025641026,0,0,0,0.051282051,0,280,0.432098765,0.076923077,0.282051282,10.26366429,0.028503001,0.316400383
22002N2.cif,7.36659,6.8423,0.794607,1854.99,0.751164,0.4912,0,0.461538462,0.435897436,0.025641026,0,0,0,0.076923077,0,280,0.432098765,0.102564103,0.384102564,12.11287763,0.061218142,0.864475655
22010N2.cif,14.76,14.44648,0.794048,1698.8,0.735523,0.486746,0,0.366666667,0.5,0.066666667,0.066666667,1,0,0,0,37,0.28030303,0.133333333,0.432,10.12154007,0.322221008,3.764992786
22020N2.cif,8.0167,6.01664,0.544533,4204.55,1.32859,0.713568,0,0.509433962,0.41509434,0.037735849,0.037735849,1,0,0,0,280,0.576131687,0.075471698,0.244528302,22.6617768,0.254177358,6.685054297
22021N2.cif,7.77183,5.8306,0.581616,3534.79,1.20079,0.667293,0,0.491525424,0.440677966,0.033898305,0.033898305,1,0,0,0,280,0.536398467,0.06779661,0.219661017,18.64300948,0.228337108,4.934691213
22030N2.cif,8.77963,8.26802,1.35336,616.414,0.344017,0.341658,0,0.571428571,0.142857143,0.214285714,0,0,0,0.071428571,0,93,0.7265625,0.283185841,0.927433628,5.032982329,0.070052226,0.486930334
22031N2.cif,8.77977,8.26807,1.41755,590.226,0.329357,0.341553,0,0.566371681,0.14159292,0.212389381,0,0,0,0.07079646,0,93,0.7265625,0.280701754,0.919298246,4.740923135,0.085382533,0.585386887
22040N2.cif,26.78069,26.01336,0.445005,2798.23,1.72331,0.718986,0,0.592592593,0.37037037,0.037037037,0,0,0,0,0,259,0.674479167,0.037037037,0.112592593,19.98278775,0.391535903,7.477002792
22041N2.cif,10.71529,10.57759,0.933183,1053.09,0.5777,0.436111,0,0.64,0.32,0.04,0,0,0,0,0,189,0.73828125,0.04,0.1216,8.12253186,0.248263758,2.451224891
linker100_C_linker27_C_umd_relaxed_interp_2.cif,17.80162,15.0719,0.29041,6448.41,2.9645,0.885456,1,0.555555556,0.333333333,0.027777778,0.083333333,0.333333333,0,0,0,881,0.68828125,0.111111111,0.371111111,59.7765074,0.633576797,31.52456382
linker100_C_linker27_C_umi_relaxed.cif,27.11252,22.8613,0.16909,6848.43,5.4299,0.92989,1,0.555555556,0.333333333,0.027777778,0.083333333,0.333333333,0,0,0,881,0.68828125,0.111111111,0.371111111,36.44881404,2.222611394,41.23226323
linker100_C_linker33_C_lvt_relaxed.cif,23.67431,21.23687,0.162919,6876.53,5.64575,0.936315,1,0.555555556,0.361111111,0.055555556,0.027777778,2,0,0,0,209,0.653125,0.083333333,0.264444444,28.9521635,2.788546078,39.86514044
linker100_CH_linker71_N_unj_relaxed.cif,18.64083,18.02795,0.222208,6690.4,4.04225,0.908356,1,0.464285714,0.285714286,0.178571429,0.071428571,2.5,0,0,0,373,0.59775641,0.25,0.788571429,79.59803687,0.836932959,43.52607857
linker100_CH_linker85_N_qtz_relaxed.cif,20.61366,19.18493,0.165237,7576.34,5.58798,0.929967,1,0.482758621,0.310344828,0.137931034,0.068965517,2,0,0,0,205,0.610119048,0.206896552,0.656551724,25.5035024,3.548427359,45.01438475
linker100_CH2_linker10_NH_qtz_relaxed.cif,16.67294,15.77792,0.229007,6226.87,3.91814,0.889873,1,0.411764706,0.323529412,0.117647059,0.147058824,0.8,0,0,0,181,0.538690476,0.264705882,0.863529412,75.85461081,0.93170765,46.62074049
linker100_CO_linker37_NH_qtz_relaxed.cif,21.99074,21.69158,0.178773,6985.39,5.14417,0.925908,1,0.45,0.225,0.15,0.175,0.857142857,0,0,0,145,0.671296296,0.325,1.058,26.28136289,2.79709271,39.38811913
linker100_N_linker10_CH_qtz_relaxed.cif,22.04846,21.26513,0.183555,6408.1,5.01039,0.932754,1,0.466666667,0.233333333,0.133333333,0.166666667,0.8,0,0,0,229,0.681547619,0.3,0.978666667,36.61700369,2.684430268,54.47647576
linker100_N_linker23_CH_qtz_relaxed_interp_2.cif,24.75686,23.25399,0.2509,5746.99,3.53376,0.890706,1,0.5,0.275,0.1,0.125,0.8,0,0,0,163,0.679166667,0.225,0.734,61.58041959,0.79256543,35.30640855
linker100_N_linker45_CH_qtz_relaxed.cif,21.65168,21.03271,0.167419,7194.47,5.5007,0.940075,1,0.533333333,0.3,0.133333333,0.033333333,4,0,0,0,253,0.658854167,0.166666667,0.52,34.17931348,2.968576277,51.69154688
linker100_N_linker46_CH_uop_relaxed.cif,18.34814,16.40481,0.199319,7345.7,4.53424,0.915568,1,0.515151515,0.333333333,0.121212121,0.03030303,4,0,0,0,253,0.620098039,0.151515152,0.472727273,87.85682407,1.025222261,53.20758734
linker100_N_linker57_CH_uni_relaxed.cif,22.4409,21.61646,0.267311,5931.42,3.27902,0.901839,1,0.516129032,0.290322581,0.129032258,0.064516129,2,0,0,0,505,0.657552083,0.193548387,0.614193548,66.20923725,0.678762071,35.06894716
linker100_N_linker60_CH_uop_relaxed.cif,19.1632,15.46498,0.176553,7726.01,5.18145,0.92148,1,0.466666667,0.366666667,0.133333333,0.033333333,4,0,0,0,181,0.538690476,0.166666667,0.52,26.63080199,2.810028745,39.4091218
linker100_N_linker66_CH_uop_relaxed.cif,18.60505,16.57094,0.177903,8240.25,5.15392,0.923864,1,0.464285714,0.321428571,0.142857143,0.071428571,2,0,0,0,181,0.580128205,0.214285714,0.68,26.74831626,2.943869229,41.89353555
linker100_N_linker78_CH_dei_relaxed_interp_2.cif,24.47561,21.16595,0.224607,5938.38,3.98313,0.900587,1,0.464285714,0.321428571,0.142857143,0.071428571,2,0,0,0,961,0.577524038,0.214285714,0.68,39.54619155,1.404288887,36.36225594
linker100_N_linker83_CH_qtz_relaxed.cif,21.05011,20.26533,0.16965,7316.3,5.41646,0.938224,1,0.533333333,0.3,0.133333333,0.033333333,4,0,0,0,253,0.658854167,0.166666667,0.52,105.4780635,1.113207328,60.49776637
linker100_N_linker87_CH_umc_relaxed_interp_2.cif,24.46658,19.45029,0.211722,7106.82,4.23282,0.917491,1,0.538461538,0.346153846,0.076923077,0.038461538,2,0,0,0,577,0.643973214,0.115384615,0.366153846,58.35805719,0.893170937,32.77509377
linker100_N_linker89_CH_umc_relaxed_interp_3.cif,21.88714,15.90182,0.233349,7483.58,3.78318,0.91281,1,0.55,0.375,0.05,0.025,2,0,0,0,1345,0.636837121,0.075,0.238,74.81458795,0.801654151,41.35236963
linker100_NH_linker2_CO_und_relaxed.cif,25.14709,22.96812,0.177546,6672.69,5.17231,0.929456,1,0.482758621,0.310344828,0.068965517,0.137931034,0.5,0,0,0,577,0.643973214,0.206896552,0.684137931,50.54096739,1.96656356,53.09235622
linker100_NH_linker57_CO_qtz_relaxed.cif,16.99801,16.28382,0.226397,6222.28,3.97046,0.912522,1,0.484848485,0.272727273,0.121212121,0.121212121,1,0,0,0,253,0.658854167,0.242424242,0.785454545,79.57965562,0.956567674,50.90641355
linker100_NH_linker88_CH2_qtz_relaxed.cif,16.37325,15.23975,0.185694,7388.68,4.91616,0.914819,1,0.4375,0.40625,0.0625,0.09375,0.666666667,0,0,0,169,0.50297619,0.15625,0.5125,21.26149457,3.378660571,39.50136788
linker101_C_linker14_C_dei-z_relaxed.cif,25.97062,21.0991,0.175673,7074.24,5.1819,0.913387,1,0.512820513,0.41025641,0.025641026,0.051282051,0.5,0,0,0,753,0.58828125,0.076923077,0.254358974,31.66761961,2.000310843,32.90133246
linker101_C_linker15_C_nfa_relaxed.cif,20.93494,16.49637,0.229465,6447.47,3.84912,0.899662,1,0.545454545,0.393939394,0.060606061,0,0,0,0,0,529,0.612268519,0.060606061,0.184242424,74.25631366,0.848422331,42.09999458
linker101_C_linker24_C_umi_relaxed.cif,27.19889,21.45788,0.176815,6728.9,5.18315,0.919306,1,0.514285714,0.285714286,0.085714286,0.114285714,0.75,0,0,0,785,0.681423611,0.2,0.653714286,27.37785184,2.580271792,37.16933212
linker101_C_linker31_C_qtz_relaxed.cif,18.73318,18.15198,0.177077,7577.21,5.15245,0.918258,1,0.514285714,0.4,0.085714286,0,0,0,0,0,247,0.571759259,0.085714286,0.260571429,26.607011,2.790637576,39.08113221
linker101_C_linker36_C_nfa_relaxed.cif,20.50523,17.78214,0.254318,6341.13,3.43814,0.900066,1,0.558823529,0.352941176,0.088235294,0,0,0,0,0,589,0.645833333,0.088235294,0.268235294,68.55859766,0.731068786,37.1374737
linker101_C_linker81_C_mer_relaxed.cif,25.68787,18.39128,0.282382,5287.76,3.06677,0.893242,1,0.526315789,0.315789474,0.157894737,0,0,0,0,0,401,0.6265625,0.157894737,0.48,60.75450239,0.638275879,31.66166718
linker101_C_linker89_C_dia_relaxed.cif,17.53346,15.71008,0.173932,7388.46,5.23607,0.933406,1,0.571428571,0.4,0.028571429,0,0,0,0,0,205,0.640625,0.028571429,0.086857143,54.91226357,1.075952332,31.04939846
linker101_CH_linker29_N_umh_relaxed_interp_2.cif,26.37937,18.48007,0.181242,7490.65,5.0495,0.915428,1,0.444444444,0.311111111,0.155555556,0.088888889,1.75,0,0,0,721,0.56328125,0.244444444,0.778666667,37.80052365,2.061446151,41.84981887
linker101_CH_linker51_N_mer_relaxed.cif,31.3399,20.75163,0.169596,7861.02,5.39152,0.932209,1,0.487804878,0.390243902,0.12195122,0,0,0,0,0,689,0.53828125,0.12195122,0.370731707,46.5218043,1.791081697,42.64239379
linker101_CH_linker6_N_lon_relaxed.cif,20.02424,17.19418,0.180487,7246.77,5.07427,0.92307,1,0.451612903,0.258064516,0.161290323,0.129032258,1.25,0,0,0,281,0.627232143,0.290322581,0.934193548,25.27344607,2.940882009,40.08328991
linker101_CH_linker61_N_kgm_relaxed.cif,21.91489,20.07582,0.282032,7720.62,3.06476,0.895644,0,0.444444444,0.333333333,0.222222222,0,0,0,0,0,109,0.50462963,0.222222222,0.675555556,58.535837,0.915822919,43.83367494
linker101_CH_linker7_N_unj_relaxed.cif,16.45655,15.70811,0.232169,7425.84,3.7943,0.897945,1,0.484848485,0.424242424,0.090909091,0,0,0,0,0,397,0.516927083,0.090909091,0.276363636,72.79771836,0.725888152,35.66006884
linker101_CH_linker73_N_mer_relaxed.cif,23.12973,17.42703,0.211028,6963.01,4.24152,0.894217,1,0.416666667,0.388888889,0.194444444,0,0,0,0,0,401,0.417708333,0.194444444,0.591111111,34.24071882,1.627197077,34.03351203
linker101_CH_linker82_N_unj_relaxed.cif,17.32734,16.76944,0.221439,7210.25,4.03235,0.908913,1,0.464285714,0.357142857,0.178571429,0,0,0,0,0,325,0.520833333,0.178571429,0.542857143,79.01100138,0.837493943,43.11083169
linker101_CH2_linker19_NH_und_relaxed_interp_2.cif,21.94143,20.11117,0.178202,7873.49,5.07625,0.92226,1,0.487804878,0.43902439,0.073170732,0,0,0,0,0,657,0.51328125,0.073170732,0.222439024,48.98901597,1.812011207,47.22438123
linker101_CH2_linker43_NH_und_relaxed.cif,23.20829,19.84154,0.205892,7110.69,4.37908,0.908014,1,0.43902439,0.390243902,0.12195122,0.048780488,2.5,0,0,0,561,0.486979167,0.170731707,0.538536585,56.45202535,1.390958601,47.51891141
linker101_CO_linker64_NH_und_relaxed.cif,21.66403,18.92993,0.177225,6961.12,5.18752,0.931793,1,0.448275862,0.275862069,0.172413793,0.103448276,1.666666667,0,0,0,497,0.597355769,0.275862069,0.88,50.67356172,2.019311127,54.69779658
linker101_CO_linker84_NH_und_relaxed.cif,22.46377,20.18401,0.169647,6838.96,5.43823,0.932293,1,0.413793103,0.310344828,0.206896552,0.068965517,3,0,0,0,385,0.501302083,0.275862069,0.866206897,25.54270822,3.812396745,49.85450101
linker101_N_linker11_CH_lon_relaxed.cif,20.78706,17.14175,0.164555,7327.9,5.58853,0.930359,1,0.4,0.4,0.2,0,0,0,0,0,169,0.377232143,0.2,0.608,23.52756858,3.223971048,37.58984726
linker101_N_linker19_CH_lon_relaxed_interp_2.cif,23.32694,16.30462,0.178242,7790.37,5.09206,0.929651,1,0.540540541,0.378378378,0.081081081,0,0,0,0,0,197,0.615625,0.081081081,0.246486486,86.15725001,1.056628336,48.82978399
linker101_N_linker40_CH_umc_relaxed_interp_3.cif,23.2629,16.30978,0.252402,6638.95,3.49942,0.905384,1,0.540540541,0.27027027,0.135135135,0.054054054,2.5,0,0,0,1321,0.688020833,0.189189189,0.596756757,66.4648123,0.804823203,39.56932234
linker101_N_linker58_CH_uni_relaxed.cif,20.6157,19.98999,0.237115,7473.61,3.74004,0.909296,1,0.48,0.32,0.2,0,0,0,0,0,325,0.564236111,0.2,0.608,73.76816002,0.780478185,40.18229734
linker101_N_linker65_CH_lon_relaxed.cif,19.99504,16.58649,0.165715,7884.99,5.55219,0.933905,1,0.518518519,0.222222222,0.259259259,0,0,0,0,0,297,0.662946429,0.259259259,0.788148148,25.17653046,3.52366781,44.44225583
linker101_N_linker83_CH_dei-z_relaxed_interp_2.cif,21.55722,15.47583,0.233581,6289.66,3.79911,0.903283,1,0.516129032,0.322580645,0.161290323,0,0,0,0,0,1249,0.609863281,0.161290323,0.490322581,47.16183248,1.164849648,37.51998261
linker101_NH_linker35_CO_und_relaxed_interp_2.cif,20.47731,16.86538,0.214643,6903.44,4.17949,0.921179,1,0.512820513,0.307692308,0.128205128,0.051282051,2.5,0,0,0,817,0.63828125,0.179487179,0.566153846,83.06482201,0.956732814,50.86385832
linker101_NH_linker57_CO_und_relaxed.cif,22.78676,18.03803,0.197217,6561.39,4.61308,0.924521,1,0.470588235,0.294117647,0.147058824,0.088235294,1.666666667,0,0,0,625,0.610351563,0.235294118,0.750588235,89.48772452,0.989613049,52.26738122
linker101_NH_linker78_CO_und_relaxed.cif,20.59373,18.63931,0.177799,6754.17,5.15998,0.921889,1,0.419354839,0.322580645,0.161290323,0.096774194,1.666666667,0,0,0,433,0.520432692,0.258064516,0.823225806,24.82457563,3.34906071,44.1116735
linker102_C_linker2_C_gis_relaxed.cif,23.44389,17.23696,0.220893,5791.41,4.02096,0.896485,1,0.6,0.369230769,0,0.030769231,0,0,0,0,433,0.693910256,0.030769231,0.105846154,31.20101773,1.728125548,34.56286744
linker102_C_linker59_C_gis_relaxed.cif,23.21919,17.24643,0.223375,5771.26,3.96221,0.898669,1,0.569230769,0.369230769,0.061538462,0,0,0,0,0,385,0.650337838,0.061538462,0.187076923,29.50897084,1.874192956,35.93713282
linker102_C_linker66_C_gis_relaxed.cif,23.59867,17.30251,0.237409,5359.39,3.71275,0.883262,1,0.552238806,0.358208955,0.059701493,0.029850746,2,0,0,0,385,0.650337838,0.089552239,0.284179104,29.46890363,1.636234861,32.72932729
linker102_C_linker96_C_xux_relaxed.cif,22.02812,16.09344,0.167023,7161.99,5.47746,0.939124,1,0.593582888,0.342245989,0.064171123,0,0,0,0,0,153,0.689189189,0.064171123,0.195080214,30.45074334,2.709236779,41.88753608
linker102_CH_linker18_N_qtz_relaxed.cif,24.43782,23.57315,0.184403,6724.69,4.94287,0.914646,1,0.495495495,0.324324324,0.108108108,0.072072072,1.5,0,0,0,205,0.621212121,0.18018018,0.576576577,44.94743867,2.482906459,60.92942258
linker102_CH_linker19_N_dft_relaxed_interp_2.cif,19.88931,15.0679,0.210592,7507.15,4.22019,0.913558,1,0.578947368,0.378947368,0.042105263,0,0,0,0,0,577,0.655681818,0.042105263,0.128,83.13914564,0.954374525,49.41321636
